,title,wine,vintage,vinyard,variety,avi,region,state,alcohol_content,size,winetype,price,score,dt_published,taster
1489,Jeff Cohn 2016 Silver Eagle Vineyard Syrah,Jeff Cohn,2016,Silver Eagle Vineyard,Syrah,Russian River Valley,Sonoma,California,15.5%,750 ml,Red,$85,92,4/1/2019,Virginie Boone
1490,Kathryn Kennedy 2005 Cuvée Twenty-Seven Blanc de Blanc Sparkling,Kathryn Kennedy,2005,Cuvée Twenty-Seven Blanc de Blanc,"Sparkling Blend, Sparkling",Santa Cruz Mountains,Central Coast,California,12.5%,750 ml,Sparkling,$50,92,4/1/2019,Matt Kettmann
1491,Megan Anne 2016 Lachini Vineyard Pinot Noir,Megan Anne,2016,Lachini Vineyard,Pinot Noir,Chehalem Mountains,Willamette Valley,Oregon,14.7%,750 ml,Red,$55,92,4/1/2019,Paul Gregutt
1492,Phillips Hill 2017 Boontling Pinot Noir,Phillips Hill,2017,Boontling,Pinot Noir,Anderson Valley,Mendocino County,California,13.5%,750 ml,Red,$30,92,4/1/2019,Jim Gordon
1493,Sanguis 2015 Wildflower White,Sanguis,2015,Wildflower,Rhône-style White Blend,Central Coast,Central Coast,California,14.8%,750 ml,White,$50,92,4/1/2019,Matt Kettmann
1494,Flanagan 2015 Cabernet Sauvignon,Flanagan,2015,Wildflower,Cabernet Sauvignon,Sonoma County,Sonoma,California,14.8%,750 ml,Red,$95,92,4/1/2019,Virginie Boone
1495,Halcón 2016 Elevacion Syrah,Halcón,2016,Elevacion,Syrah,Yorkville Highlands,North Coast,California,13.2%,750 ml,Red,$38,92,4/1/2019,Jim Gordon
1496,Jigar 2015 Peters Vineyard Chardonnay,Jigar,2015,Peters Vineyard,Chardonnay,Russian River Valley,Sonoma,California,14.1%,750 ml,White,$32,92,4/1/2019,Virginie Boone
1497,Knights Bridge 2016 Pont De Chevalier Chardonnay,Knights Bridge,2016,Pont De Chevalier,Chardonnay,Knights Valley,Sonoma,California,14.5%,750 ml,White,$50,92,4/1/2019,Virginie Boone
1498,Ruby Hill Winery 2015 Estate Reserve Jewel Collection Zinfandel,Ruby Hill Winery,2015,Estate Reserve Jewel Collection,Zinfandel,Livermore Valley,Central Coast,California,15.6%,750 ml,Red,$50,92,4/1/2019,Jim Gordon
1499,Chronic Cellars 2017 Suite Petite Petite Sirah,Chronic Cellars,2017,Suite Petite,Petite Sirah,Paso Robles,Central Coast,California,14%,750 ml,Red,$15,91,4/1/2019,Matt Kettmann
1500,de Lancellotti 2016 Onelia Pinot Noir,de Lancellotti,2016,Onelia,Pinot Noir,Willamette Valley,Willamette Valley,Oregon,14%,750 ml,Red,$75,91,4/1/2019,Paul Gregutt
1501,Fort Ross Winery 2015 Top of Land Fort Ross Vineyard Pinot Noir,Fort Ross Winery,2015,Top of Land Fort Ross Vineyard,Pinot Noir,Fort Ross-Seaview,Sonoma,California,13.5%,750 ml,Red,$80,91,4/1/2019,Virginie Boone
1502,Glenwood Cellars 2016 Sauvignon Blanc,Glenwood Cellars,2016,Top of Land Fort Ross Vineyard,Sauvignon Blanc,Sonoma Coast,Sonoma,California,14.4%,750 ml,White,$18,91,4/1/2019,Virginie Boone
1503,Guarachi Family 2016 Sun Chase Vineyard Chardonnay,Guarachi Family,2016,Sun Chase Vineyard,Chardonnay,Sonoma Coast,Sonoma,California,14.5%,750 ml,White,$50,91,4/1/2019,Virginie Boone
1504,Hubba 2016 Dreamland Red,Hubba,2016,Dreamland,"Red Blends, Red Blends",Paso Robles,Central Coast,California,15.7%,750 ml,Red,$37,91,4/1/2019,Matt Kettmann
1505,Kukkula 2016 Kaamos Red,Kukkula,2016,Kaamos,"Red Blends, Red Blends",Adelaida District,Central Coast,California,15%,750 ml,Red,$50,91,4/1/2019,Matt Kettmann
1506,Lexington 2014 Gist Ranch Estate Merlot,Lexington,2014,Gist Ranch Estate,Merlot,Santa Cruz Mountains,Central Coast,California,14.5%,750 ml,Red,$45,91,4/1/2019,Matt Kettmann
1507,Longoria 2016 Fe Ciega Vineyard Pinot Noir,Longoria,2016,Fe Ciega Vineyard,Pinot Noir,Sta. Rita Hills,Central Coast,California,14.3%,750 ml,Red,$55,91,4/1/2019,Matt Kettmann
1508,MCV 2016 Black Red,MCV,2016,Black,"Red Blends, Red Blends",Paso Robles,Central Coast,California,15.2%,750 ml,Red,$52,91,4/1/2019,Matt Kettmann
1509,Morgan 2017 Cotes du Crow's Red,Morgan,2017,Cotes du Crow's,Rhône-style Red Blend,Monterey,Central Coast,California,14.2%,750 ml,Red,$20,91,4/1/2019,Matt Kettmann
1510,Ojai 2016 John Sebastiano Vineyard Grenache,Ojai,2016,John Sebastiano Vineyard,Grenache,Sta. Rita Hills,Central Coast,California,13.5%,750 ml,Red,$35,91,4/1/2019,Matt Kettmann
1511,Sextant 2014 El Pomar Cabernet Sauvignon,Sextant,2014,El Pomar,Cabernet Sauvignon,El Pomar District,Central Coast,California,15.4%,750 ml,Red,$125,91,4/1/2019,Matt Kettmann
1512,Two Vintners 2016 Claire Boushey Vineyard Grenache,Two Vintners,2016,Claire Boushey Vineyard,Grenache,Yakima Valley,Columbia Valley,Washington,14.9%,750 ml,Red,$40,91,4/1/2019,Sean P. Sullivan
1513,Walla Walla Vintners 2014 V Cut Bank Estate Cabernet Sauvignon,Walla Walla Vintners,2014,V Cut Bank Estate,Cabernet Sauvignon,Walla Walla Valley (WA),Columbia Valley,Washington,14.4%,750 ml,Red,$60,91,4/1/2019,Sean P. Sullivan
1514,Carol Shelton 2014 Rockpile Vineyard Petite Sirah,Carol Shelton,2014,Rockpile Vineyard,Petite Sirah,Rockpile,Sonoma,California,14.8%,750 ml,Red,$40,91,4/1/2019,Virginie Boone
1515,Foursight 2016 Paraboll Pinot Noir,Foursight,2016,Paraboll,Pinot Noir,Anderson Valley,Mendocino County,California,14.5%,750 ml,Red,$60,91,4/1/2019,Jim Gordon
1516,Grgich Hills 2015 Paris Tasting Commemorative Chardonnay,Grgich Hills,2015,Paris Tasting Commemorative,Chardonnay,Napa Valley,Napa,California,13.5%,750 ml,White,$95,91,4/1/2019,Virginie Boone
1517,Grgich Hills 2015 Paris Tasting Commemorative Chardonnay,Grgich Hills,2015,Paris Tasting Commemorative,Chardonnay,Napa Valley,Napa,California,13.5%,750 ml,White,$95,91,4/1/2019,Virginie Boone
1518,Renwood 2016 Estate Zinfandel,Renwood,2016,Estate,Zinfandel,Amador County,Sierra Foothills,California,14.5%,750 ml,Red,$50,91,4/1/2019,Jim Gordon
1519,Renwood 2016 Riker Vineyard Zinfandel,Renwood,2016,Riker Vineyard,Zinfandel,Amador County,Sierra Foothills,California,14.5%,750 ml,Red,$40,91,4/1/2019,Jim Gordon
1520,Renwood 2016 Sea of Grapes Zinfandel,Renwood,2016,Sea of Grapes,Zinfandel,Amador County,Sierra Foothills,California,14.5%,750 ml,Red,$50,91,4/1/2019,Jim Gordon
1521,Ruby Hill Winery 2015 Reserve Cabernet Sauvignon,Ruby Hill Winery,2015,Reserve,Cabernet Sauvignon,Livermore Valley,Central Coast,California,15.5%,750 ml,Red,$29,91,4/1/2019,Jim Gordon
1522,Zinderella 2016 Old Vine Zinfandel,Zinderella,2016,Old Vine,Zinfandel,Lodi,Central Valley,California,15.5%,750 ml,Red,$25,91,4/1/2019,Jim Gordon
1523,Brea 2017 Chard Chardonnay,Brea,2017,Chard,Chardonnay,Santa Lucia Highlands,Central Coast,California,13%,750 ml,White,$16,91,4/1/2019,Matt Kettmann
1524,Holdredge 2016 Saralee's Vineyard Pinot Noir,Holdredge,2016,Saralee's Vineyard,Pinot Noir,Russian River Valley,Sonoma,California,14.2%,750 ml,Red,$50,91,4/1/2019,Virginie Boone
1525,Longoria 2016 Block M Fe Ciega Vineyard Pinot Noir,Longoria,2016,Block M Fe Ciega Vineyard,Pinot Noir,Sta. Rita Hills,Central Coast,California,14.7%,750 ml,Red,$75,91,4/1/2019,Matt Kettmann
1526,Longoria 2016 Sanford & Benedict Vineyard Pinot Noir,Longoria,2016,Sanford & Benedict Vineyard,Pinot Noir,Sta. Rita Hills,Central Coast,California,14.5%,750 ml,Red,$50,91,4/1/2019,Matt Kettmann
1527,Opolo 2016 Summit Creek Merlot,Opolo,2016,Summit Creek,Merlot,Paso Robles,Central Coast,California,14.8%,750 ml,Red,$20,91,4/1/2019,Matt Kettmann
1528,Pashey 2015 Methode Champenoise Ribbon Ridge Estate Extra Brut Blanc de Blancs Sparkling,Pashey,2015,Methode Champenoise Ribbon Ridge Estate Extra Brut Blanc de Blancs,"Sparkling Blend, Sparkling",Ribbon Ridge,Willamette Valley,Oregon,13.3%,750 ml,Sparkling,$65,91,4/1/2019,Paul Gregutt
1529,Pashey 2015 Methode Champenoise Ribbon Ridge Estate Extra Brut Blanc de Blancs Sparkling,Pashey,2015,Methode Champenoise Ribbon Ridge Estate Extra Brut Blanc de Blancs,"Sparkling Blend, Sparkling",Ribbon Ridge,Willamette Valley,Oregon,13.3%,750 ml,Sparkling,$65,91,4/1/2019,Paul Gregutt
1530,Pelletiere 2017 Viognier,Pelletiere,2017,Methode Champenoise Ribbon Ridge Estate Extra Brut Blanc de Blancs,Viognier,Paso Robles Willow Creek District,Central Coast,California,14.2%,750 ml,White,$32,91,4/1/2019,Matt Kettmann
1531,Rütz 2016 Maison Grand Cru Pinot Noir,Rütz,2016,Maison Grand Cru,Pinot Noir,Russian River Valley,Sonoma,California,14%,750 ml,Red,$45,91,4/1/2019,Virginie Boone
1532,Saarloos & Sons 2015 Broer El Camino Real Grenache,Saarloos & Sons,2015,Broer El Camino Real,Grenache,Santa Ynez Valley,Central Coast,California,14.5%,750 ml,Red,$38,91,4/1/2019,Matt Kettmann
1533,Sanguis 2014 Loner Favonious Bien Nacido Vineyard Chardonnay,Sanguis,2014,Loner Favonious Bien Nacido Vineyard,Chardonnay,Santa Maria Valley,Central Coast,California,13.8%,750 ml,White,$60,91,4/1/2019,Matt Kettmann
1534,Sanguis 2015 Verve Red,Sanguis,2015,Verve,Rhône-style Red Blend,Central Coast,Central Coast,California,14.7%,750 ml,Red,$75,91,4/1/2019,Matt Kettmann
1535,Say When 2017 When They Woke Up They Had Plans to Meet Later That Day Spanish Springs Vineyard Pinot Noir,Say When,2017,When They Woke Up They Had Plans to Meet Later That Day Spanish Springs Vineyard,Pinot Noir,Arroyo Grande Valley,Central Coast,California,14.4%,750 ml,Red,$42,91,4/1/2019,Matt Kettmann
1536,Scratch 2017 San Saba Vineyard Blanc de Blanc Sparkling,Scratch,2017,San Saba Vineyard Blanc de Blanc,"Sparkling Blend, Sparkling",Monterey,Central Coast,California,12.2%,750 ml,Sparkling,$45,91,4/1/2019,Matt Kettmann
1537,Thomas George 2016 Baker Ridge Estate Chardonnay,Thomas George,2016,Baker Ridge Estate,Chardonnay,Russian River Valley,Sonoma,California,13.7%,750 ml,White,$60,91,4/1/2019,Virginie Boone
1538,Two Vintners 2016 Lola Yellow Jacket Vineyard Red,Two Vintners,2016,Lola Yellow Jacket Vineyard,"Red Blends, Red Blends",Walla Walla Valley (WA),Columbia Valley,Washington,14.6%,750 ml,Red,$30,91,4/1/2019,Sean P. Sullivan
1539,Walla Walla Vintners 2014 V Vottavo Red,Walla Walla Vintners,2014,V Vottavo,"Red Blends, Red Blends",Walla Walla Valley (WA),Columbia Valley,Washington,14.5%,750 ml,Red,$60,91,4/1/2019,Sean P. Sullivan
1540,Walnut City WineWorks 2015 Reserve Chardonnay,Walnut City WineWorks,2015,Reserve,Chardonnay,Willamette Valley,Willamette Valley,Oregon,13.2%,750 ml,White,$28,91,4/1/2019,Paul Gregutt
1541,Binz 2016 Sleeper-Crain Vineyard Barbera,Binz,2016,Sleeper-Crain Vineyard,Barbera,Shenandoah Valley (CA),Sierra Foothills,California,15.3%,750 ml,Red,$28,91,4/1/2019,Jim Gordon
1542,Bonterra 2014 The McNab Biodynamic Red,Bonterra,2014,The McNab Biodynamic,Bordeaux-style Red Blend,Mendocino County,Mendocino County,California,14.6%,750 ml,Red,$55,91,4/1/2019,Jim Gordon
1543,Corley 2014 Reserve Cabernet Sauvignon,Corley,2014,Reserve,Cabernet Sauvignon,Napa Valley,Napa,California,14.4%,750 ml,Red,$90,91,4/1/2019,Virginie Boone
1544,Counter Punch 2016 Zinfandel,Counter Punch,2016,Reserve,Zinfandel,Sierra Foothills,Sierra Foothills,California,14.9%,750 ml,Red,$40,91,4/1/2019,Jim Gordon
1545,Grady Family Vineyards 2016 Estate Grown Zinfandel,Grady Family Vineyards,2016,Estate Grown,Zinfandel,Lodi,Central Valley,California,15.6%,750 ml,Red,$16,91,4/1/2019,Jim Gordon
1546,Nemerever 2015 Complement Cabernet Sauvignon,Nemerever,2015,Complement,Cabernet Sauvignon,Oakville,Napa,California,14.8%,750 ml,Red,$75,91,4/1/2019,Virginie Boone
1547,Renwood 2016 Zinfandel,Renwood,2016,Complement,Zinfandel,Fiddletown,Sierra Foothills,California,14.5%,750 ml,Red,$25,91,4/1/2019,Jim Gordon
1548,Cuvaison 2016 Diablo Estate Grown Syrah,Cuvaison,2016,Diablo Estate Grown,Syrah,Los Carneros,Napa-Sonoma,California,14.5%,750 ml,Red,$45,91,4/1/2019,Virginie Boone
1549,Fort Ross Winery 2014 Reserve Pinot Noir,Fort Ross Winery,2014,Reserve,Pinot Noir,Fort Ross-Seaview,Sonoma,California,14.1%,750 ml,Red,$80,91,4/1/2019,Virginie Boone
1550,La Crema 2015 Pinot Noir,La Crema,2015,Reserve,Pinot Noir,Green Valley,Sonoma,California,14.5%,750 ml,Red,$55,91,4/1/2019,Virginie Boone
1551,Ojai 2016 Kick On Ranch Riesling,Ojai,2016,Kick On Ranch,Riesling,Santa Barbara County,Central Coast,California,13.5%,750 ml,White,$28,91,4/1/2019,Matt Kettmann
1552,Starr 2014 Phil's Selection Zinfandel,Starr,2014,Phil's Selection,Zinfandel,Sierra Foothills,Sierra Foothills,California,14.5%,750 ml,Red,$25,91,4/1/2019,Jim Gordon
1553,The Withers Winery 2017 Claire's Vineyard Chardonnay,The Withers Winery,2017,Claire's Vineyard,Chardonnay,Sonoma Coast,Sonoma,California,13.7%,750 ml,White,$40,91,4/1/2019,Virginie Boone
1554,Thomas Fogarty 2016 Mindego Ridge Vineyard Pinot Noir,Thomas Fogarty,2016,Mindego Ridge Vineyard,Pinot Noir,Santa Cruz Mountains,Central Coast,California,14.1%,750 ml,Red,$60,91,4/1/2019,Matt Kettmann
1555,Topa Mountain Winery 2016 Rich Vineyard Picpoul,Topa Mountain Winery,2016,Rich Vineyard,"Picpoul, Other White",Ventura County,Central Coast,California,12.5%,750 ml,White,$30,91,4/1/2019,Matt Kettmann
1556,Trathen Hall 2017 Sauvignon Blanc,Trathen Hall,2017,Rich Vineyard,Sauvignon Blanc,Eola-Amity Hills,Willamette Valley,Oregon,14.1%,750 ml,White,$23,91,4/1/2019,Paul Gregutt
1557,Two Vintners 2016 Sal May's Discovery Vineyard Cabernet Sauvignon,Two Vintners,2016,Sal May's Discovery Vineyard,Cabernet Sauvignon,Horse Heaven Hills,Columbia Valley,Washington,14.8%,750 ml,Red,$55,91,4/1/2019,Sean P. Sullivan
1558,Ultima Tulie 2017 Chardonnay,Ultima Tulie,2017,Sal May's Discovery Vineyard,Chardonnay,Santa Maria Valley,Central Coast,California,15.2%,750 ml,White,$38,91,4/1/2019,Matt Kettmann
1559,Aquinas 2016 Cabernet Sauvignon,Aquinas,2016,Sal May's Discovery Vineyard,Cabernet Sauvignon,North Coast,North Coast,California,14.5%,750 ml,Red,$19,91,4/1/2019,Jim Gordon
1560,Sterling 2015 Iridium Cabernet Sauvignon,Sterling,2015,Iridium,Cabernet Sauvignon,Napa Valley,Napa,California,14.9%,750 ml,Red,$250,91,4/1/2019,Virginie Boone
1561,Compton Family 2016 Alpine Cuvée Pinot Noir,Compton Family,2016,Alpine Cuvée,Pinot Noir,Willamette Valley,Willamette Valley,Oregon,14%,750 ml,Red,$38,91,4/1/2019,Paul Gregutt
1562,Dragonette 2017 Sauvignon Blanc,Dragonette,2017,Alpine Cuvée,Sauvignon Blanc,Happy Canyon of Santa Barbara,Central Coast,California,13.5%,750 ml,White,$35,91,4/1/2019,Matt Kettmann
1563,Holdredge 2016 Rolling Thunder Pinot Noir,Holdredge,2016,Rolling Thunder,Pinot Noir,Russian River Valley,Sonoma,California,14.6%,750 ml,Red,$50,91,4/1/2019,Virginie Boone
1564,Hunnicutt 2015 Brinkman Block Cabernet Sauvignon,Hunnicutt,2015,Brinkman Block,Cabernet Sauvignon,Rutherford,Napa,California,14.5%,750 ml,Red,$125,91,4/1/2019,Virginie Boone
1565,Kukkula 2015 Lagniappe Red,Kukkula,2015,Lagniappe,"Red Blends, Red Blends",Adelaida District,Central Coast,California,14.7%,750 ml,Red,$40,91,4/1/2019,Matt Kettmann
1566,Longoria 2016 La Encantada Vineyard Pinot Noir,Longoria,2016,La Encantada Vineyard,Pinot Noir,Sta. Rita Hills,Central Coast,California,13.8%,750 ml,Red,$50,91,4/1/2019,Matt Kettmann
1567,MCV 2016 1105 Red,MCV,2016,1105,"Red Blends, Red Blends",Paso Robles,Central Coast,California,15.3%,750 ml,Red,$48,91,4/1/2019,Matt Kettmann
1568,MCV 2016 1105 Red,MCV,2016,1105,"Red Blends, Red Blends",Paso Robles,Central Coast,California,15.3%,750 ml,Red,$48,91,4/1/2019,Matt Kettmann
1569,Sarver 2016 Elhanan Vineyard Pinot Noir,Sarver,2016,Elhanan Vineyard,Pinot Noir,Willamette Valley,Willamette Valley,Oregon,14%,750 ml,Red,$29,91,4/1/2019,Paul Gregutt
1570,Sculpterra 2016 Figurine Red,Sculpterra,2016,Figurine,"Red Blends, Red Blends",Paso Robles,Central Coast,California,14.5%,750 ml,Red,$40,91,4/1/2019,Matt Kettmann
1571,Starfield 2016 Viognier,Starfield,2016,Figurine,Viognier,El Dorado,Sierra Foothills,California,14.4%,750 ml,White,$24,91,4/1/2019,Jim Gordon
1572,Tenshen 2017 Red,Tenshen,2017,Figurine,Rhône-style Red Blend,Santa Barbara County,Central Coast,California,15.5%,750 ml,Red,$25,91,4/1/2019,Matt Kettmann
1573,Andis 2015 Original Grandpére Vineyard Old Vine Zinfandel,Andis,2015,Original Grandpére Vineyard Old Vine,Zinfandel,Amador County,Sierra Foothills,California,14.3%,750 ml,Red,$40,91,4/1/2019,Jim Gordon
1574,Fleur 2017 Carneros Select Chardonnay,Fleur,2017,Carneros Select,Chardonnay,Carneros,Napa-Sonoma,California,13.8%,750 ml,White,$19,91,4/1/2019,Virginie Boone
1575,Foursight 2016 Charles Vineyard Semillon,Foursight,2016,Charles Vineyard,"Sémillon, Sémillon",Anderson Valley,Mendocino County,California,13.9%,750 ml,White,$25,91,4/1/2019,Jim Gordon
1576,Iron Hub 2015 Barbera,Iron Hub,2015,Charles Vineyard,Barbera,Amador County,Sierra Foothills,California,14.9%,750 ml,Red,$29,91,4/1/2019,Jim Gordon
1577,McKahn 2016 Syrah,McKahn,2016,Charles Vineyard,Syrah,Spring Mountain District,Napa,California,14.9%,750 ml,Red,$50,91,4/1/2019,Virginie Boone
1578,Sebastiani 2016 Merlot,Sebastiani,2016,Charles Vineyard,Merlot,North Coast,North Coast,California,13.5%,750 ml,Red,$18,91,4/1/2019,Jim Gordon
1579,Brick House 2017 Gamay Noir,Brick House,2017,Charles Vineyard,"Gamay Noir, Gamay",Ribbon Ridge,Willamette Valley,Oregon,13.5%,750 ml,Red,$29,91,4/1/2019,Paul Gregutt
1580,Chateau Ste. Michelle 2016 Ethos Late Harvest Riesling,Chateau Ste. Michelle,2016,Ethos Late Harvest,Riesling,Horse Heaven Hills,Columbia Valley,Washington,7.5%,375 ml,Dessert,$40,91,4/1/2019,Sean P. Sullivan
1581,de Lancellotti 2016 Le Mie Figlie Chardonnay,de Lancellotti,2016,Le Mie Figlie,Chardonnay,Chehalem Mountains,Willamette Valley,Oregon,13.8%,750 ml,White,$50,91,4/1/2019,Paul Gregutt
1582,Gramercy 2015 Cabernet Sauvignon,Gramercy,2015,Le Mie Figlie,Cabernet Sauvignon,Columbia Valley (WA),Columbia Valley,Washington,14.3%,750 ml,Red,$50,91,4/1/2019,Sean P. Sullivan
1583,Herencia 2015 Chardonnay,Herencia,2015,Le Mie Figlie,Chardonnay,Los Carneros,Napa-Sonoma,California,14.2%,750 ml,White,$40,91,4/1/2019,Virginie Boone
1584,Morgan 2017 Metallico Unoaked Chardonnay,Morgan,2017,Metallico Unoaked,Chardonnay,Monterey,Central Coast,California,13.5%,750 ml,White,$22,91,4/1/2019,Matt Kettmann
1585,Ojai 2017 McGinley Vineyard Sauvignon Blanc,Ojai,2017,McGinley Vineyard,Sauvignon Blanc,Santa Ynez Valley,Central Coast,California,13%,750 ml,White,$26,91,4/1/2019,Matt Kettmann
1586,Sarver 2017 Elhanan Vineyard Pinot Gris,Sarver,2017,Elhanan Vineyard,Pinot Gris,Willamette Valley,Willamette Valley,Oregon,12.8%,750 ml,White,$22,91,4/1/2019,Paul Gregutt
1587,Starmont 2016 Chardonnay,Starmont,2016,Elhanan Vineyard,Chardonnay,Carneros,Napa-Sonoma,California,13.5%,750 ml,White,$22,91,4/1/2019,Virginie Boone
1588,Two Vintners 2016 Syrah,Two Vintners,2016,Elhanan Vineyard,Syrah,Columbia Valley (WA),Columbia Valley,Washington,14.5%,750 ml,Red,$21,91,4/1/2019,Sean P. Sullivan
1589,FEL 2016 Pinot Noir,FEL,2016,Elhanan Vineyard,Pinot Noir,Anderson Valley,Mendocino County,California,14.3%,750 ml,Red,$40,91,4/1/2019,Jim Gordon
1590,Jarvis 2012 Estate Grown Cave Fermented Petit Verdot,Jarvis,2012,Estate Grown Cave Fermented,Petit Verdot,Napa Valley,Napa,California,13.2%,750 ml,Red,$155,91,4/1/2019,Virginie Boone
1591,Markus Wine Co 2016 Domo Red,Markus Wine Co,2016,Domo,"Red Blends, Red Blends",Lodi,Central Valley,California,13.9%,750 ml,Red,$39,91,4/1/2019,Jim Gordon
1592,Markus Wine Co 2016 Domo Red,Markus Wine Co,2016,Domo,"Red Blends, Red Blends",Lodi,Central Valley,California,13.9%,750 ml,Red,$39,91,4/1/2019,Jim Gordon
1593,Ampelos 2015 Ampelos Vineyard Rho Pinot Noir,Ampelos,2015,Ampelos Vineyard Rho,Pinot Noir,Sta. Rita Hills,Central Coast,California,14.2%,750 ml,Red,$45,90,4/1/2019,Virginie Boone
1594,Broken Earth 2016 Limited Release Grenache,Broken Earth,2016,Limited Release,Grenache,Paso Robles,Central Coast,California,15.3%,750 ml,Red,$28,90,4/1/2019,Matt Kettmann
1595,Desparada 2016 Soothsayer Red,Desparada,2016,Soothsayer,"Red Blends, Red Blends",California,California Other,California,16%,750 ml,Red,$38,90,4/1/2019,Matt Kettmann
1596,F2 Wines 2015 Il Falconieri Cabernet Franc,F2 Wines,2015,Il Falconieri,Cabernet Franc,Los Olivos District,Central Coast,California,13.5%,750 ml,Red,$45,90,4/1/2019,Matt Kettmann
1597,Glenwood Cellars 2015 Chardonnay,Glenwood Cellars,2015,Il Falconieri,Chardonnay,Sonoma Coast,Sonoma,California,14.1%,750 ml,White,$18,90,4/1/2019,Virginie Boone
1598,Holdredge 2016 Upper Elevations Pinot Noir,Holdredge,2016,Upper Elevations,Pinot Noir,Sonoma Coast,Sonoma,California,14.5%,750 ml,Red,$55,90,4/1/2019,Virginie Boone
1599,Involuntary Commitment 2017 Red,Involuntary Commitment,2017,Upper Elevations,Bordeaux-style Red Blend,Columbia Valley (WA),Columbia Valley,Washington,13.9%,750 ml,Red,$20,90,4/1/2019,Sean P. Sullivan
1600,Jaxon 2016 Tempranillo,Jaxon,2016,Upper Elevations,Tempranillo,Rogue Valley,Southern Oregon,Oregon,13.5%,750 ml,Red,$32,90,4/1/2019,Paul Gregutt
1601,Jeff Cohn 2016 2 Guys 2 Barrels Stagecoach Vineyard Viognier,Jeff Cohn,2016,2 Guys 2 Barrels Stagecoach Vineyard,Viognier,Napa Valley,Napa,California,14.7%,750 ml,White,$55,90,4/1/2019,Virginie Boone
1602,Monochrome 2017 Plum Orchard Lane Vineyard Albariño,Monochrome,2017,Plum Orchard Lane Vineyard,Albariño,Paso Robles,Central Coast,California,14.2%,750 ml,White,$35,90,4/1/2019,Matt Kettmann
1603,Outlot 2017 Sauvignon Blanc,Outlot,2017,Plum Orchard Lane Vineyard,Sauvignon Blanc,Sonoma County,Sonoma,California,13.3%,750 ml,White,$19,90,4/1/2019,Virginie Boone
1604,Saint Gregory 2016 Pinot Meunier,Saint Gregory,2016,Plum Orchard Lane Vineyard,"Pinot Meunier, Other Red",Mendocino County,Mendocino County,California,14.5%,750 ml,Red,$20,90,4/1/2019,Jim Gordon
1605,Starfield NV Brut Blanc de Blancs Sparkling,Starfield,NV,Brut Blanc de Blancs,"Sparkling Blend, Sparkling",El Dorado,Sierra Foothills,California,13.3%,750 ml,Sparkling,$26,90,4/1/2019,Jim Gordon
1606,Two Vintners 2016 Make Haste Cinsault,Two Vintners,2016,Make Haste,"Cinsault, Other Red",Yakima Valley,Columbia Valley,Washington,14.9%,750 ml,Red,$25,90,4/1/2019,Sean P. Sullivan
1607,Artesa 2015 Cask Reserva Especial Cabernet Sauvignon,Artesa,2015,Cask Reserva Especial,Cabernet Sauvignon,Napa Valley,Napa,California,14.8%,750 ml,Red,$90,90,4/1/2019,Virginie Boone
1608,Ektimo Vineyards 2015 Petite Sirah,Ektimo Vineyards,2015,Cask Reserva Especial,Petite Sirah,Russian River Valley,Sonoma,California,14.7%,750 ml,Red,$32,90,4/1/2019,Virginie Boone
1609,Fiddletown Cellars 2016 Barbera,Fiddletown Cellars,2016,Cask Reserva Especial,Barbera,Amador County,Sierra Foothills,California,14%,750 ml,Red,$26,90,4/1/2019,Jim Gordon
1610,Foursight 2016 Charles Vineyard Clone 05 Pinot Noir,Foursight,2016,Charles Vineyard Clone 05,Pinot Noir,Anderson Valley,Mendocino County,California,13.9%,750 ml,Red,$54,90,4/1/2019,Jim Gordon
1611,Hirsch 2016 Block 8 Estate Pinot Noir,Hirsch,2016,Block 8 Estate,Pinot Noir,Fort Ross-Seaview,Sonoma,California,13.4%,750 ml,Red,$95,90,4/1/2019,Virginie Boone
1612,Longboard 2016 Dakine Vineyard Syrah,Longboard,2016,Dakine Vineyard,Syrah,Russian River Valley,Sonoma,California,14.5%,750 ml,Red,$48,90,4/1/2019,Virginie Boone
1613,Sobon Estate 2016 Home Vineyard Cabernet Sauvignon,Sobon Estate,2016,Home Vineyard,Cabernet Sauvignon,Amador County,Sierra Foothills,California,14.2%,750 ml,Red,$18,90,4/1/2019,Jim Gordon
1614,Vigilance 2015 Cimarron Red,Vigilance,2015,Cimarron,"Red Blends, Red Blends",Lake County,Lake County,California,13.9%,750 ml,Red,$23,90,4/1/2019,Jim Gordon
1615,Andrew Will 2014 Esploso Cabernet Sauvignon,Andrew Will,2014,Esploso,Cabernet Sauvignon,Columbia Valley (WA),Columbia Valley,Washington,N/A,750 ml,Red,$50,90,4/1/2019,Sean P. Sullivan
1616,Brea 2017 Pinot Noir,Brea,2017,Esploso,Pinot Noir,Santa Lucia Highlands,Central Coast,California,12.5%,750 ml,Red,$24,90,4/1/2019,Matt Kettmann
1617,Buty 2015 Rediviva of the Stones Rockgarden Estate Red,Buty,2015,Rediviva of the Stones Rockgarden Estate,"Red Blends, Red Blends",Walla Walla Valley (WA),Columbia Valley,Washington,14.6%,750 ml,Red,$60,90,4/1/2019,Sean P. Sullivan
1618,Buty 2016 Conner Lee Vineyard Merlot-Cabernet Franc,Buty,2016,Conner Lee Vineyard,"Merlot-Cabernet Franc, Bordeaux-style Red Blend",Columbia Valley (WA),Columbia Valley,Washington,14.2%,750 ml,Red,$45,90,4/1/2019,Sean P. Sullivan
