,title,wine,vintage,vinyard,variety,avi,region,state,alcohol_content,size,winetype,price,score,dt_published,taster
3226,Trestle Thirty One 2016 Riesling,Trestle Thirty One,2016,Red Willow Vineyard,Riesling,Finger Lakes,Finger Lakes,New York,12%,750 ml,White,$29,90,2/1/2019,Alexander Peartree
3227,Troon 2017 Whole Grape Ferment Vermentino,Troon,2017,Whole Grape Ferment,"Vermentino, Italian White",Applegate Valley,Southern Oregon,Oregon,12.6%,750 ml,White,$25,90,2/1/2019,Paul Gregutt
3228,Ancient Peaks 2016 Merlot,Ancient Peaks,2016,Whole Grape Ferment,Merlot,Santa Margarita Ranch,Central Coast,California,14.4%,750 ml,Red,$20,89,2/1/2019,Matt Kettmann
3229,Bargetto 2017 Regan Vineyards Reserve Pinot Noir,Bargetto,2017,Regan Vineyards Reserve,Pinot Noir,Santa Cruz Mountains,Central Coast,California,13.9%,750 ml,Red,$45,89,2/1/2019,Matt Kettmann
3230,Bonny Doon 2016 Grenache,Bonny Doon,2016,Regan Vineyards Reserve,Grenache,Monterey County,Central Coast,California,14%,750 ml,Red,$32,89,2/1/2019,Matt Kettmann
3231,Cadence 2015 Bel Canto Cara Mia Vineyard Red,Cadence,2015,Bel Canto Cara Mia Vineyard,Bordeaux-style Red Blend,Red Mountain,Columbia Valley,Washington,14.4%,750 ml,Red,$60,89,2/1/2019,Sean P. Sullivan
3232,Carlton Cellars 2017 Pinot Gris,Carlton Cellars,2017,Bel Canto Cara Mia Vineyard,Pinot Gris,Willamette Valley,Willamette Valley,Oregon,13.3%,750 ml,White,$14,89,2/1/2019,Paul Gregutt
3233,Edna Valley Vineyard 2016 Red,Edna Valley Vineyard,2016,Bel Canto Cara Mia Vineyard,"Red Blends, Red Blends",Central Coast,Central Coast,California,13.9%,750 ml,Red,$30,89,2/1/2019,Matt Kettmann
3234,Figge 2015 Foster's Vineyard Sangiovese,Figge,2015,Foster's Vineyard,Sangiovese,Santa Ynez Valley,Central Coast,California,13.9%,750 ml,Red,$30,89,2/1/2019,Matt Kettmann
3235,La Honda Winery 2016 Salinian Block Cabernet Sauvignon,La Honda Winery,2016,Salinian Block,Cabernet Sauvignon,Santa Cruz Mountains,Central Coast,California,13.9%,750 ml,Red,$38,89,2/1/2019,Matt Kettmann
3236,La Honda Winery 2016 Salinian Block Cabernet Sauvignon,La Honda Winery,2016,Salinian Block,Cabernet Sauvignon,Santa Cruz Mountains,Central Coast,California,13.9%,750 ml,Red,$38,89,2/1/2019,Matt Kettmann
3237,Odisea 2015 Lewis Vineyard The Temp Tempranillo,Odisea,2015,Lewis Vineyard The Temp,Tempranillo,Clements Hills,Central Valley,California,14%,750 ml,Red,$24,89,2/1/2019,Jim Gordon
3238,Riaza 2014 Prospector Monastrell,Riaza,2014,Prospector,"Monastrell, Mourvèdre",Calaveras County,Sierra Foothills,California,14.6%,750 ml,Red,$26,89,2/1/2019,Jim Gordon
3239,Sobon Estate 2016 Rocky Top Zinfandel,Sobon Estate,2016,Rocky Top,Zinfandel,Amador County,Sierra Foothills,California,14.5%,750 ml,Red,$18,89,2/1/2019,Jim Gordon
3240,Apolloni 2017 L Pinot Gris,Apolloni,2017,L,Pinot Gris,Willamette Valley,Willamette Valley,Oregon,12.8%,750 ml,White,$19,89,2/1/2019,Paul Gregutt
3241,Bellangelo 2016 Dry Riesling,Bellangelo,2016,Dry,Riesling,Finger Lakes,Finger Lakes,New York,11.8%,750 ml,White,$17,89,2/1/2019,Alexander Peartree
3242,Collier Creek 2016 Big Rooster Cabernet Sauvignon,Collier Creek,2016,Big Rooster,Cabernet Sauvignon,Lodi,Central Valley,California,14.5%,750 ml,Red,$10,89,2/1/2019,Jim Gordon
3243,Dutton Estate 2016 Manzana Vineyard Dutton Ranch Pinot Noir,Dutton Estate,2016,Manzana Vineyard Dutton Ranch,Pinot Noir,Russian River Valley,Sonoma,California,14.4%,750 ml,Red,$64,89,2/1/2019,Virginie Boone
3244,Jaffurs 2017 Bien Nacido Vineyard Viognier,Jaffurs,2017,Bien Nacido Vineyard,Viognier,Santa Maria Valley,Central Coast,California,14.2%,750 ml,White,$27,89,2/1/2019,Matt Kettmann
3245,Masút 2017 Estate Chardonnay,Masút,2017,Estate,Chardonnay,Eagle Peak,Mendocino County,California,14%,750 ml,White,$35,89,2/1/2019,Jim Gordon
3246,O-Neh-Da 2016 Riesling,O-Neh-Da,2016,Estate,Riesling,Finger Lakes,Finger Lakes,New York,9%,750 ml,White,$18,89,2/1/2019,Alexander Peartree
3247,O-Neh-Da 2016 Riesling,O-Neh-Da,2016,Estate,Riesling,Finger Lakes,Finger Lakes,New York,9%,750 ml,White,$18,89,2/1/2019,Alexander Peartree
3248,Tablas Creek 2017 Patelin de Tablas Blanc White,Tablas Creek,2017,Patelin de Tablas Blanc,Rhône-style White Blend,Paso Robles,Central Coast,California,13%,750 ml,White,$25,89,2/1/2019,Matt Kettmann
3249,Tailor Made 2016 Pinot Noir,Tailor Made,2016,Patelin de Tablas Blanc,Pinot Noir,California,California Other,California,13.5%,750 ml,Red,$16,89,2/1/2019,Jim Gordon
3250,Charles B. Mitchell 2014 Signature Tempranillo,Charles B. Mitchell,2014,Signature,Tempranillo,Amador County,Sierra Foothills,California,14.5%,750 ml,Red,$21,89,2/1/2019,Jim Gordon
3251,Edna Valley Vineyard 2017 Sauvignon Blanc,Edna Valley Vineyard,2017,Signature,Sauvignon Blanc,Central Coast,Central Coast,California,13.1%,750 ml,White,$15,89,2/1/2019,Matt Kettmann
3252,Europa Village 2014 Vienza Private Reserve Sangiovese,Europa Village,2014,Vienza Private Reserve,Sangiovese,Temecula,South Coast,California,13.8%,750 ml,Red,$60,89,2/1/2019,Matt Kettmann
3253,Margerum 2017 Margerum Estate Vineyard Viognier,Margerum,2017,Margerum Estate Vineyard,Viognier,Los Olivos District,Central Coast,California,12.7%,750 ml,White,$36,89,2/1/2019,Matt Kettmann
3254,Palencia 2016 Casa Amarilla G-S-M,Palencia,2016,Casa Amarilla,"G-S-M, Rhône-style Red Blend",Yakima Valley,Columbia Valley,Washington,14.5%,750 ml,Red,$36,89,2/1/2019,Sean P. Sullivan
3255,Portalupi 2016 Dolinsek Ranch Pinot Noir,Portalupi,2016,Dolinsek Ranch,Pinot Noir,Russian River Valley,Sonoma,California,15%,750 ml,Red,$60,89,2/1/2019,Virginie Boone
3256,Tablas Creek 2017 Cotes de Tablas Blanc White,Tablas Creek,2017,Cotes de Tablas Blanc,Rhône-style White Blend,Adelaida District,Central Coast,California,13%,750 ml,White,$30,89,2/1/2019,Matt Kettmann
3257,Vino Noceto 2014 OGP Original Grandpere Zinfandel,Vino Noceto,2014,OGP Original Grandpere,Zinfandel,Amador County,Sierra Foothills,California,14.1%,750 ml,Red,$38,89,2/1/2019,Jim Gordon
3258,Balderdash 2014 Brakelight Syrah,Balderdash,2014,Brakelight,Syrah,Edna Valley,Central Coast,California,14.5%,750 ml,Red,$29,89,2/1/2019,Matt Kettmann
3259,Benmarl 2016 Reserve Riesling,Benmarl,2016,Reserve,Riesling,Finger Lakes,Finger Lakes,New York,12.2%,750 ml,White,$20,89,2/1/2019,Alexander Peartree
3260,Bishop's Peak 2015 Elevation Red,Bishop's Peak,2015,Elevation,Bordeaux-style Red Blend,Paso Robles,Central Coast,California,13.8%,750 ml,Red,$28,89,2/1/2019,Matt Kettmann
3261,Black Ridge 2015 Chardonnay,Black Ridge,2015,Elevation,Chardonnay,Santa Cruz Mountains,Central Coast,California,14.2%,750 ml,White,$40,89,2/1/2019,Matt Kettmann
3262,Brooks 2017 Logsdon Ridge Vineyard Pinot Gris,Brooks,2017,Logsdon Ridge Vineyard,Pinot Gris,Willamette Valley,Willamette Valley,Oregon,13.5%,750 ml,White,$24,89,2/1/2019,Paul Gregutt
3263,Chateau Lafayette Reneau 2017 Semi-Dry Riesling,Chateau Lafayette Reneau,2017,Semi-Dry,Riesling,Finger Lakes,Finger Lakes,New York,12.5%,750 ml,White,$15,89,2/1/2019,Alexander Peartree
3264,Dr. Konstantin Frank 2017 Eugenia Dry Riesling,Dr. Konstantin Frank,2017,Eugenia Dry,Riesling,Finger Lakes,Finger Lakes,New York,12.5%,750 ml,White,$30,89,2/1/2019,Alexander Peartree
3265,Fiddletown Cellars 2015 Petite Sirah,Fiddletown Cellars,2015,Eugenia Dry,Petite Sirah,Amador County,Sierra Foothills,California,14.5%,750 ml,Red,$24,89,2/1/2019,Jim Gordon
3266,Figge 2016 Grenache,Figge,2016,Eugenia Dry,Grenache,Santa Ynez Valley,Central Coast,California,14%,750 ml,Red,$30,89,2/1/2019,Matt Kettmann
3267,Gen5 2016 Chardonnay,Gen5,2016,Eugenia Dry,Chardonnay,Lodi,Central Valley,California,13.8%,750 ml,White,$11,89,2/1/2019,Jim Gordon
3268,Gen5 2016 Chardonnay,Gen5,2016,Eugenia Dry,Chardonnay,Lodi,Central Valley,California,13.8%,750 ml,White,$11,89,2/1/2019,Jim Gordon
3269,Indigené 2015 Ambiente Red,Indigené,2015,Ambiente,"Red Blends, Red Blends",Paso Robles,Central Coast,California,14.6%,750 ml,Red,$28,89,2/1/2019,Matt Kettmann
3270,La Honda Winery 2016 Exponent Red,La Honda Winery,2016,Exponent,"Red Blends, Red Blends",Santa Cruz Mountains,Central Coast,California,13.8%,750 ml,Red,$26,89,2/1/2019,Matt Kettmann
3271,Left Bend 2015 Pinot Noir,Left Bend,2015,Exponent,Pinot Noir,Santa Cruz Mountains,Central Coast,California,14.8%,750 ml,Red,$40,89,2/1/2019,Matt Kettmann
3272,Palencia 2016 Grenache,Palencia,2016,Exponent,Grenache,Yakima Valley,Columbia Valley,Washington,14.5%,750 ml,Red,$36,89,2/1/2019,Sean P. Sullivan
3273,Parducci 2015 Small Lot Petite Sirah,Parducci,2015,Small Lot,Petite Sirah,Mendocino,Mendocino County,California,14.5%,750 ml,Red,$14,89,2/1/2019,Jim Gordon
3274,Spindrift Cellars 2017 Pinot Gris,Spindrift Cellars,2017,Small Lot,Pinot Gris,Willamette Valley,Willamette Valley,Oregon,13.5%,750 ml,White,$16,89,2/1/2019,Paul Gregutt
3275,Bellwether 2016 S Riesling,Bellwether,2016,S,Riesling,Finger Lakes,Finger Lakes,New York,10%,750 ml,White,$17,89,2/1/2019,Alexander Peartree
3276,Binz 2015 Fox Creek Vineyard Zinfandel,Binz,2015,Fox Creek Vineyard,Zinfandel,Shenandoah Valley (CA),Sierra Foothills,California,14.2%,750 ml,Red,$28,89,2/1/2019,Jim Gordon
3277,Fox Run 2016 Dry Riesling,Fox Run,2016,Dry,Riesling,Finger Lakes,Finger Lakes,New York,11.7%,750 ml,White,$18,89,2/1/2019,Alexander Peartree
3278,Hickory Hollow 2016 Dry Riesling,Hickory Hollow,2016,Dry,Riesling,Finger Lakes,Finger Lakes,New York,12.5%,750 ml,White,$18,89,2/1/2019,Alexander Peartree
3279,Hosmer 2017 Dry Riesling,Hosmer,2017,Dry,Riesling,Cayuga Lake,Finger Lakes,New York,12.1%,750 ml,White,$17,89,2/1/2019,Alexander Peartree
3280,Joullian 2015 Cabernet Sauvignon,Joullian,2015,Dry,Cabernet Sauvignon,Carmel Valley,Central Coast,California,13.3%,750 ml,Red,$35,89,2/1/2019,Matt Kettmann
3281,Left Bend 2015 Gali Vineyard Syrah,Left Bend,2015,Gali Vineyard,Syrah,Santa Cruz County,Central Coast,California,14.4%,750 ml,Red,$38,89,2/1/2019,Matt Kettmann
3282,Marimar Estate 2015 Metodo Antiguo Dona Margarita Vineyard Pinot Noir,Marimar Estate,2015,Metodo Antiguo Dona Margarita Vineyard,Pinot Noir,Sonoma Coast,Sonoma,California,13.5%,750 ml,Red,$52,89,2/1/2019,Virginie Boone
3283,Shannon 2015 Home Ranch Reserve Tempranillo,Shannon,2015,Home Ranch Reserve,Tempranillo,Lake County,Lake County,California,14.2%,750 ml,Red,$30,89,2/1/2019,Jim Gordon
3284,Structure 2016 Foundation Syrah,Structure,2016,Foundation,Syrah,Columbia Valley (WA),Columbia Valley,Washington,14.7%,750 ml,Red,$38,89,2/1/2019,Sean P. Sullivan
3285,Andretti 2016 Pinot Grigio,Andretti,2016,Foundation,Pinot Grigio,Napa Valley,Napa,California,14.2%,750 ml,White,$38,88,2/1/2019,Virginie Boone
3286,Austerity 2017 Pinot Noir,Austerity,2017,Foundation,Pinot Noir,Monterey,Central Coast,California,14.5%,750 ml,Red,$17,88,2/1/2019,Matt Kettmann
3287,Björnson 2017 Viola Auxerrois,Björnson,2017,Viola,"Auxerrois, Other White",Eola-Amity Hills,Willamette Valley,Oregon,13%,750 ml,White,$18,88,2/1/2019,Paul Gregutt
3288,Chronic Cellars 2017 Stone Fox White,Chronic Cellars,2017,Stone Fox,Rhône-style White Blend,Paso Robles,Central Coast,California,15%,750 ml,White,$22,88,2/1/2019,Matt Kettmann
3289,Decoy 2016 Red,Decoy,2016,Stone Fox,"Red Blends, Red Blends",Sonoma County,Sonoma,California,13.9%,750 ml,Red,$25,88,2/1/2019,Virginie Boone
3290,Donati Family Vineyard 2015 Family Reserve Malbec,Donati Family Vineyard,2015,Family Reserve,Malbec,Paicines,Central Coast,California,14.3%,750 ml,Red,$45,88,2/1/2019,Matt Kettmann
3291,Edna Valley Vineyard 2015 Winemaker Series Meritage,Edna Valley Vineyard,2015,Winemaker Series,"Meritage, Bordeaux-style Red Blend",Paso Robles,Central Coast,California,13.9%,750 ml,Red,$40,88,2/1/2019,Matt Kettmann
3292,Europa Village 2015 Bolero Cellars Garnacha,Europa Village,2015,Bolero Cellars,"Garnacha, Grenache",Temecula Valley,South Coast,California,13.7%,750 ml,Red,$34,88,2/1/2019,Matt Kettmann
3293,Foris 2017 Pinot Blanc,Foris,2017,Bolero Cellars,Pinot Blanc,Rogue Valley,Southern Oregon,Oregon,14%,750 ml,White,$15,88,2/1/2019,Paul Gregutt
3294,Gorman 2017 Big Sissy Chardonnay,Gorman,2017,Big Sissy,Chardonnay,Columbia Valley (WA),Columbia Valley,Washington,14.8%,750 ml,White,N/A,88,2/1/2019,Sean P. Sullivan
3295,Grassini 2017 Afiora Rosé,Grassini,2017,Afiora,Rosé,Happy Canyon of Santa Barbara,Central Coast,California,14.5%,750 ml,Rose,$28,88,2/1/2019,Matt Kettmann
3296,Jigar 2014 Graham Family Vineyard Pinot Noir,Jigar,2014,Graham Family Vineyard,Pinot Noir,Green Valley,Sonoma,California,14.2%,750 ml,Red,$65,88,2/1/2019,Virginie Boone
3297,Liberty Lake 2016 Scooteney Flats Vineyard Cabernet Franc,Liberty Lake,2016,Scooteney Flats Vineyard,Cabernet Franc,Red Mountain,Columbia Valley,Washington,14.3%,750 ml,Red,$44,88,2/1/2019,Sean P. Sullivan
3298,Lucas & Lewellen 2017 Chardonnay,Lucas & Lewellen,2017,Scooteney Flats Vineyard,Chardonnay,Santa Barbara County,Central Coast,California,13.5%,750 ml,White,$17,88,2/1/2019,Matt Kettmann
3299,Mengler Family Wines 2017 Hoot Owl Creek Vineyard Viognier,Mengler Family Wines,2017,Hoot Owl Creek Vineyard,Viognier,Alexander Valley,Sonoma,California,14.5%,750 ml,White,$35,88,2/1/2019,Virginie Boone
3300,Mengler Family Wines 2017 Hoot Owl Creek Vineyard Viognier,Mengler Family Wines,2017,Hoot Owl Creek Vineyard,Viognier,Alexander Valley,Sonoma,California,14.5%,750 ml,White,$35,88,2/1/2019,Virginie Boone
3301,Quivira 2017 Fig Tree Vineyard Sauvignon Blanc,Quivira,2017,Fig Tree Vineyard,Sauvignon Blanc,Dry Creek Valley,Sonoma,California,13.5%,750 ml,White,$24,88,2/1/2019,Virginie Boone
3302,R. Stuart & Co. 2017 Big Fire Pinot Gris,R. Stuart & Co.,2017,Big Fire,Pinot Gris,Willamette Valley,Willamette Valley,Oregon,13%,750 ml,White,$18,88,2/1/2019,Paul Gregutt
3303,Sean Minor 2017 4B Pinot Noir,Sean Minor,2017,4B,Pinot Noir,California,California Other,California,14.2%,750 ml,Red,$16,88,2/1/2019,Jim Gordon
3304,Waypoint 2014 Oakville Ranch Vineyard Cabernet Sauvignon,Waypoint,2014,Oakville Ranch Vineyard,Cabernet Sauvignon,Oakville,Napa,California,15.3%,750 ml,Red,$125,88,2/1/2019,Virginie Boone
3305,Woodward Canyon 2017 Estate Sauvignon Blanc,Woodward Canyon,2017,Estate,Sauvignon Blanc,Walla Walla Valley (WA),Columbia Valley,Washington,13.8%,750 ml,White,$29,88,2/1/2019,Sean P. Sullivan
3306,Wrath 2016 Fermata Chardonnay,Wrath,2016,Fermata,Chardonnay,Monterey,Central Coast,California,14.4%,750 ml,White,$35,88,2/1/2019,Matt Kettmann
3307,Ballard Lane 2017 Pinot Noir,Ballard Lane,2017,Fermata,Pinot Noir,Central Coast,Central Coast,California,14.3%,750 ml,Red,$12,88,2/1/2019,Matt Kettmann
3308,Bargetto 2016 Regan Vineyards Reserve Merlot,Bargetto,2016,Regan Vineyards Reserve,Merlot,Santa Cruz Mountains,Central Coast,California,14.5%,750 ml,Red,$40,88,2/1/2019,Matt Kettmann
3309,Berryessa Gap 2016 Durif,Berryessa Gap,2016,Regan Vineyards Reserve,"Durif, Petite Sirah",Yolo County,Central Valley,California,14.5%,750 ml,Red,$32,88,2/1/2019,Jim Gordon
3310,Black Ridge 2014 Viognier,Black Ridge,2014,Regan Vineyards Reserve,Viognier,Santa Cruz Mountains,Central Coast,California,13.1%,750 ml,White,$32,88,2/1/2019,Matt Kettmann
3311,Brooks 2016 Yamhill Vineyard Riesling,Brooks,2016,Yamhill Vineyard,Riesling,Yamhill-Carlton,Willamette Valley,Oregon,12%,750 ml,White,$24,88,2/1/2019,Paul Gregutt
3312,Brotherhood 2014 1839 Cabernet Sauvignon,Brotherhood,2014,1839,Cabernet Sauvignon,Paso Robles,Central Coast,California,14.5%,750 ml,Red,$40,88,2/1/2019,Matt Kettmann
3313,Carabella 2016 Dijon 76 Estate Chardonnay,Carabella,2016,Dijon 76 Estate,Chardonnay,Chehalem Mountains,Willamette Valley,Oregon,13.7%,750 ml,White,$32,88,2/1/2019,Paul Gregutt
3314,Charles B. Mitchell 2016 Estate Primitivo,Charles B. Mitchell,2016,Estate,"Primitivo, Zinfandel",El Dorado,Sierra Foothills,California,13.8%,750 ml,Red,$25,88,2/1/2019,Jim Gordon
3315,Cinnabar 2015 Pinot Noir,Cinnabar,2015,Estate,Pinot Noir,Central Coast,Central Coast,California,14.9%,750 ml,Red,$42,88,2/1/2019,Matt Kettmann
3316,Decoy 2015 Red,Decoy,2015,Estate,"Red Blends, Red Blends",Sonoma County,Sonoma,California,13.9%,750 ml,Red,$25,88,2/1/2019,Virginie Boone
3317,Domenica Amato 2017 Ceja Farms Grenache Blanc,Domenica Amato,2017,Ceja Farms,"Grenache Blanc, Other White",Sonoma Coast,Sonoma,California,13.6%,750 ml,White,$32,88,2/1/2019,Virginie Boone
3318,Etude 2016 Grace Benoist Ranch Chardonnay,Etude,2016,Grace Benoist Ranch,Chardonnay,Carneros,Napa-Sonoma,California,13.6%,750 ml,White,$32,88,2/1/2019,Virginie Boone
3319,Cinnabar 2015 Pinot Noir,Cinnabar,2015,Grace Benoist Ranch,Pinot Noir,Central Coast,Central Coast,California,14.9%,750 ml,Red,$42,88,2/1/2019,Matt Kettmann
3320,Decoy 2015 Red,Decoy,2015,Grace Benoist Ranch,"Red Blends, Red Blends",Sonoma County,Sonoma,California,13.9%,750 ml,Red,$25,88,2/1/2019,Virginie Boone
3321,Domenica Amato 2017 Ceja Farms Grenache Blanc,Domenica Amato,2017,Ceja Farms,"Grenache Blanc, Other White",Sonoma Coast,Sonoma,California,13.6%,750 ml,White,$32,88,2/1/2019,Virginie Boone
3322,Etude 2016 Grace Benoist Ranch Chardonnay,Etude,2016,Grace Benoist Ranch,Chardonnay,Carneros,Napa-Sonoma,California,13.6%,750 ml,White,$32,88,2/1/2019,Virginie Boone
3323,Five Fourteen Vineyards 2017 Estate Pinot Gris,Five Fourteen Vineyards,2017,Estate,Pinot Gris,Willamette Valley,Willamette Valley,Oregon,13.1%,750 ml,White,$22,88,2/1/2019,Paul Gregutt
3324,J. McClelland 2015 Chardonnay,J. McClelland,2015,Estate,Chardonnay,Oak Knoll District,Napa,California,14.6%,750 ml,White,$35,88,2/1/2019,Virginie Boone
3325,Keeler 2016 Chardonnay,Keeler,2016,Estate,Chardonnay,Eola-Amity Hills,Willamette Valley,Oregon,12.5%,750 ml,White,$40,88,2/1/2019,Paul Gregutt
3326,Lamoreaux Landing 2017 Yellow Dog Vineyard Estate Bottled Riesling,Lamoreaux Landing,2017,Yellow Dog Vineyard Estate Bottled,Riesling,Finger Lakes,Finger Lakes,New York,12.5%,750 ml,White,$24,88,2/1/2019,Alexander Peartree
3327,Liberty Lake 2016 Heritage Reserve Red Wine Syrah-Cabernet Sauvignon,Liberty Lake,2016,Heritage Reserve Red Wine,"Syrah-Cabernet Sauvignon, Red Blends",Red Mountain,Columbia Valley,Washington,14.2%,750 ml,Red,$44,88,2/1/2019,Sean P. Sullivan
3328,Maryhill 2017 Viognier,Maryhill,2017,Heritage Reserve Red Wine,Viognier,Columbia Valley (WA),Columbia Valley,Washington,14.5%,750 ml,White,$18,88,2/1/2019,Sean P. Sullivan
3329,Mumm Napa NV Cuvée M Sparkling,Mumm Napa,NV,Cuvée M,"Sparkling Blend, Sparkling",Napa County,Napa,California,12.5%,750 ml,Sparkling,$24,88,2/1/2019,Virginie Boone
3330,Peter Paul Wines 2016 Gravenstein Highway Pinot Noir,Peter Paul Wines,2016,Gravenstein Highway,Pinot Noir,Sonoma Coast,Sonoma,California,14.5%,750 ml,Red,$32,88,2/1/2019,Virginie Boone
3331,Rancho Sisquoc 2017 Sylvaner,Rancho Sisquoc,2017,Gravenstein Highway,"Sylvaner, Other White",Santa Barbara County,Central Coast,California,12%,750 ml,White,$15,88,2/1/2019,Matt Kettmann
3332,Riaza 2015 Unorthodox Syrah,Riaza,2015,Unorthodox,Syrah,Mokelumne River,Central Valley,California,14.5%,750 ml,Red,$26,88,2/1/2019,Jim Gordon
3333,Riaza 2015 Unorthodox Syrah,Riaza,2015,Unorthodox,Syrah,Mokelumne River,Central Valley,California,14.5%,750 ml,Red,$26,88,2/1/2019,Jim Gordon
3334,Rutherford Ranch 2016 Reserve Malbec,Rutherford Ranch,2016,Reserve,Malbec,Napa Valley,Napa,California,14.5%,750 ml,Red,$75,88,2/1/2019,Virginie Boone
3335,Sculpterra 2015 Statuesque Red,Sculpterra,2015,Statuesque,"Red Blends, Red Blends",Paso Robles,Central Coast,California,14.2%,750 ml,Red,$40,88,2/1/2019,Matt Kettmann
3336,A to Z 2017 Chardonnay,A to Z,2017,Statuesque,Chardonnay,Oregon,Oregon Other,Oregon,13%,750 ml,White,$15,88,2/1/2019,Paul Gregutt
3337,Barnard Griffin 2016 Merlot,Barnard Griffin,2016,Statuesque,Merlot,Columbia Valley (WA),Columbia Valley,Washington,N/A,750 ml,Red,$18,88,2/1/2019,Sean P. Sullivan
3338,Bellangelo 2016 Morris Vineyard Riesling,Bellangelo,2016,Morris Vineyard,Riesling,Seneca Lake,Finger Lakes,New York,9.7%,750 ml,White,$21,88,2/1/2019,Alexander Peartree
3339,Bellangelo 2016 Riesling,Bellangelo,2016,Morris Vineyard,Riesling,Finger Lakes,Finger Lakes,New York,11.3%,750 ml,White,$17,88,2/1/2019,Alexander Peartree
3340,Berryessa Gap 2016 Zinfandel,Berryessa Gap,2016,Morris Vineyard,Zinfandel,Yolo County,Central Valley,California,14.6%,750 ml,Red,$22,88,2/1/2019,Jim Gordon
3341,Bishop's Peak 2016 Pinot Noir,Bishop's Peak,2016,Morris Vineyard,Pinot Noir,San Luis Obispo County,Central Coast,California,13.5%,750 ml,Red,$22,88,2/1/2019,Matt Kettmann
3342,Black Ridge 2013 San Andreas Red,Black Ridge,2013,San Andreas,Bordeaux-style Red Blend,Santa Cruz Mountains,Central Coast,California,15.3%,750 ml,Red,$60,88,2/1/2019,Matt Kettmann
